date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:18:56	10046/10046	---M--	200	added ('OK')	image/png	etag:%226466d52f-273e%22	https://s2.wp.com/i/webclip.png	C:/My%20Web%20Sites/LWYW/s2.wp.com/i/webclip.png	(from https://ulyssejapangithub.wordpress.com/)
23:18:57	1443/1443	---MCZ	200	added ('OK')	application/xml	date:Sat,%2006%20Apr%202024%2021:18:57%20GMT	https://ulyssejapangithub.wordpress.com/osd.xml	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/osd.xml	(from https://ulyssejapangithub.wordpress.com/)
23:18:58	82506/82506	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Apr%202024%2021:18:58%20GMT	https://ulyssejapangithub.wordpress.com/a-propos/	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/a-propos/index.html	(from https://ulyssejapangithub.wordpress.com/)
23:18:58	108870/108870	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Apr%202024%2019:45:07%20GMT	https://ulyssejapangithub.files.wordpress.com/2024/04/languages-around-the-world.png?w=1024	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.files.wordpress.com/2024/04/languages-around-the-world2dff.png	(from https://ulyssejapangithub.wordpress.com/)
23:18:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Apr%202024%2021:18:58%20GMT	http://0.gravatar.com/js/hovercards/hovercards.min.js?ver=2024144d47d929f88574eb4a47e5b1778b683b87e7f6078bb6a33f34c1178752e83406	C:/My%20Web%20Sites/LWYW/0.gravatar.com/js/hovercards/hovercards.min.9b021.delayed	(from https://ulyssejapangithub.wordpress.com/)
23:18:59	148810/148810	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Apr%202024%2021:12:59%20GMT	https://ulyssejapangithub.files.wordpress.com/2024/04/japan-2107x1406-1.jpg?w=1024	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.files.wordpress.com/2024/04/japan-2107x1406-12dff.jpg	(from https://ulyssejapangithub.wordpress.com/)
23:19:00	13065/13065	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660a8ddd-3309%22	https://0.gravatar.com/js/hovercards/hovercards.min.js?ver=2024144d47d929f88574eb4a47e5b1778b683b87e7f6078bb6a33f34c1178752e83406	C:/My%20Web%20Sites/LWYW/0.gravatar.com/js/hovercards/hovercards.minb021.js	(from https://ulyssejapangithub.wordpress.com/)
23:19:00	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684465005221.1526	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	C:/My%20Web%20Sites/LWYW/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://ulyssejapangithub.wordpress.com/)
23:19:00	8203/8203	---M--	200	added ('OK')	image/png	etag:%226466d52f-200b%22	https://s2.wp.com/i/logo/wpcom-gray-white.png	C:/My%20Web%20Sites/LWYW/s2.wp.com/i/logo/wpcom-gray-white.png	(from https://ulyssejapangithub.wordpress.com/)
23:19:01	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2006%20Apr%202024%2021:19:01%20GMT	https://ulyssejapangithub.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/rainfall//index	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/wp-admin/site-editor2bd9.php	(from https://ulyssejapangithub.wordpress.com/)
23:19:01	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2006%20Apr%202024%2021:19:01%20GMT	https://ulyssejapangithub.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fulyssejapangithub.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Frainfall%2F%2Findex&reauth=1	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/wp-login1deb.php	(from https://ulyssejapangithub.wordpress.com/)
23:19:01	15504/15504	---MCZ	200	added ('OK')	text/css	etag:W/18324-1705283922139.0771	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20240115	C:/My%20Web%20Sites/LWYW/s0.wp.com/wp-content/mu-plugins/actionbar/actionbarf84d.css	(from https://ulyssejapangithub.wordpress.com/)
23:19:02	8426/8426	---MCZ	200	added ('OK')	application/javascript	etag:W/15307-1700657607512.4126	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20231122	C:/My%20Web%20Sites/LWYW/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar4dc1.js	(from https://ulyssejapangithub.wordpress.com/)
23:19:02	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370375.7896	http://stats.wp.com/w.js?67	C:/My%20Web%20Sites/LWYW/stats.wp.com/w735b.js	(from https://ulyssejapangithub.wordpress.com/)
23:19:02	1193/1193	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20Apr%202024%2021:19:02%20GMT	https://ulyssejapangithub.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://ulyssejapangithub.wordpress.com/)
23:19:03	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2006%20Apr%202024%2021:19:03%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/LWYW/pixel.wp.com/b0b80.gif	(from https://ulyssejapangithub.wordpress.com/)
23:19:04	5659/5659	---MCZ	200	added ('OK')	application/javascript	etag:W/%226554fa54-161b%22	https://ulyssejapangithub.wordpress.com/wp-content/js/bilmur.min.js?i=11&m=202414	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/wp-content/js/bilmur.min56b5.js	(from https://ulyssejapangithub.wordpress.com/)
23:19:04	344/344	---MCZ	200	added ('OK')	text/plain	date:Sat,%2006%20Apr%202024%2021:19:03%20GMT	https://s1.wp.com/robots.txt		(from https://ulyssejapangithub.wordpress.com/)
23:19:04	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2006%20Apr%202024%2021:19:04%20GMT	https://ulyssejapangithub.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/rainfall//page	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/wp-admin/site-editor9f1b.php	(from https://ulyssejapangithub.wordpress.com/a-propos/)
23:19:04	883/883	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2252fcc959f916d2314c4936c9fc7bde5c%22	https://ulyssejapangithub.wordpress.com/a-propos/feed/	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/a-propos/feed/index.html	(from https://ulyssejapangithub.wordpress.com/a-propos/)
23:19:05	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2006%20Apr%202024%2021:19:05%20GMT	https://ulyssejapangithub.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fulyssejapangithub.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Frainfall%2F%2Fpage&reauth=1	C:/My%20Web%20Sites/LWYW/ulyssejapangithub.wordpress.com/wp-loginaf70.php	(from https://ulyssejapangithub.wordpress.com/a-propos/)
23:19:05	9703/9703	---MCZ	200	added ('OK')	application/javascript	etag:W/21769-1684460865828.371	https://s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes.js?m=1637585230i	C:/My%20Web%20Sites/LWYW/s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes9835.js	(from https://ulyssejapangithub.wordpress.com/a-propos/)
